67,s_null_space_padded_over_field_width_lj,1575482533,0
1313,f_basic_1,1575483755,1575483710
1314,f_basic_fltonly,1575483755,1575483710
1315,f_basic_whole,1575483755,1575483710
1316,f_basic_negative,1575483755,1575483710
1317,f_basic_positive_3_3,1575483755,1575483710
1318,f_basic_negative_3_3,1575483755,1575483710
1319,f_basic_positive_smallfpart,1575483755,1575483710
1320,f_basic_positive_allsmall,1575483755,1575483710
1321,f_basic_negative_smallfpart,1575483755,1575483710
1322,f_basic_negative_allsmall,1575483755,1575483710
1323,f_basic_limits_allsmall_pos,1575483755,1575483710
1324,f_basic_limits_allsmall_neg,1575483755,1575483710
1325,f_basic_limits_smallfpart_pos,1575483755,1575483710
1326,f_basic_limits_smallfpart_neg,1575483755,1575483710
1327,f_basic_limits_allbig_pos,1575483755,1575483710
1328,f_basic_limits_allbig_neg,1575483755,1575483710
1329,f_basic_limits_bigfpart_pos,1575483755,1575483710
1330,f_basic_limits_bigfpart_neg,1575483755,1575483710
1331,f_rndd_pos,1575483755,1575483710
1332,f_rndd_neg,1575483755,1575483710
1333,f_rndu_pos,1575483755,1575483710
1334,f_rndu_neg,1575483755,1575483710
1335,f_rndu_multidigit_pos,1575483755,1575483710
1336,f_rndu_multidigit_neg,1575483755,1575483710
1337,f_rndd_multidigit_pos,1575483755,1575483710
1338,f_rndd_multidigit_neg,1575483755,1575483710
1339,f_rndd_wholnobump_pos,1575483755,1575483710
1340,f_rndd_wholnobump_neg,1575483755,1575483710
1341,f_rndu_bumpwhole_pos,1575483755,1575483710
1342,f_rndu_bumpwhole_neg,1575483755,1575483710
1343,f_prec0_1,1575483755,1575483710
1344,f_prec0_fltonly,1575483755,0
1345,f_prec0_whole,1575483755,0
1346,f_prec0_negative,1575483755,0
1347,f_prec0_positive_3_3,1575483755,1575483710
1348,f_prec0_negative_3_3,1575483755,0
1349,f_prec0_positive_smallfpart,1575483755,0
1350,f_prec0_positive_allsmall,1575483755,0
1351,f_prec0_negative_smallfpart,1575483755,0
1352,f_prec0_negative_allsmall,1575483755,1575483710
1353,f_prec1_1,1575483755,1575483710
1354,f_prec1_fltonly,1575483755,1575483710
1355,f_prec1_whole,1575483755,1575483710
1356,f_prec1_negative,1575483755,1575483710
1357,f_prec1_positive_3_3,1575483755,1575483710
1358,f_prec1_negative_3_3,1575483755,1575483710
1359,f_prec1_positive_smallfpart,1575483755,1575483710
1360,f_prec1_positive_allsmall,1575483755,1575483710
1361,f_prec1_negative_smallfpart,1575483755,1575483710
1362,f_prec1_negative_allsmall,1575483755,1575483710
1363,f_prec3_1,1575483755,1575483710
1364,f_prec3_fltonly,1575483755,1575483710
1365,f_prec3_whole,1575483755,1575483710
1366,f_prec3_negative,1575483755,1575483710
1367,f_prec3_positive_3_3,1575483755,1575483710
1368,f_prec3_negative_3_3,1575483755,1575483710
1369,f_prec3_positive_smallfpart,1575483755,1575483710
1370,f_prec3_positive_allsmall,1575483755,1575483710
1371,f_prec3_negative_smallfpart,1575483755,1575483710
1372,f_prec3_negative_allsmall,1575483755,1575483710
